paper_id	rating
FMMF1a9ifL	6.5
buC4E91xZE	6.166666666666667
6SNyuiph3F	5.25
nOf6sb63dT	4.0
uxFme785fq	2.5
uGtfk2OphU	5.666666666666667
tgjGR7eY5H	4.5
SRn2o3ij25	4.666666666666667
LojXXo2xaf	6.0
0Z6lN4GYrO	4.666666666666667
5JWAOLBxwp	5.8
GxrVyYoLSx	3.5
AqN23oqraW	6.75
hv3SklibkL	6.0
xWrAAsdKoX	4.6
N0nTk5BSvO	5.75
idpV2AqusC	6.25
72MSbSZtHv	5.333333333333333
Dxl0EuFjlf	6.0
OsGUnYOzii	6.5
H0RztJssmQ	4.333333333333333
wkbeqr5XhC	6.0
KXNLvfCxEr	3.75
MhzKwuvpm6	3.6666666666666665
EyDPfGy4Wh	5.666666666666667
VRJzlm2ecv	4.75
iKsu33WcmU	5.0
9TJDsOEaBC	5.25
I7kpf3mZ4n	5.25
lnffMykYSj	4.5
SQpnEfv9WH	4.75
JuyFppXzh2	5.25
wfgZc3IMqo	6.0
0xLWPdObG1	5.0
3SJE1WLB4M	8.0
Ali45HfJqJ	5.75
cbVnJa4l2o	4.0
WBCPdhQPuz	5.25
dCHbFDsCZz	6.0
JL42j1BL5h	3.5
oDYXpvnv5f	4.5
RGE8Bs5Tra	3.75
y3CsNQal2l	4.75
NF5uhYkI9C	5.5
SJ9lqUalq1	5.25
jZPqf2G9Sw	5.5
6UQaXJm53B	5.25
ZmbCZw81xf	4.333333333333333
5451cIQdWp	4.75
e5hZmQXHHg	3.5
774elYc5tw	4.25
tEgrUrUuwA	5.5
EmQSOi1X2f	6.0
YkR9UFlQ1s	4.4
otoggKnn0A	4.0
4fVuBf5HE9	4.333333333333333
lhZEodF8Dn	7.0
dAqH7CfHjL	4.333333333333333
ER1VDuwWvB	3.6666666666666665
d6oUP1tyNx	3.0
1zhM0XkQh0	5.75
rmLTwKGiSP	5.25
xw3fStKCwm	3.75
5twh6pM4SR	5.333333333333333
Cw6lk56w6z	4.5
bXI0thP733	4.5
0GZ1Bq4Tfr	3.75
QHVTxso1Is	5.0
0cJ8ERfnrM	5.5
Ffjc8ApSbt	6.666666666666667
v5lmhckxlu	3.4
eQcVfCK5cO	5.0
ABIcBDLBVG	5.5
AyXIDfvYg8	5.75
ADDCErFzev	6.0
tMKz4IgSZQ	4.333333333333333
p14iRzavpt	5.333333333333333
hIpUwg8kAU	4.25
oVVLBxVmbZ	5.25
327tbF3S65	6.0
9jmUwjZi7j	4.0
H7R0z6V9fR	5.25
djcciHhCrt	4.25
bZh06ptG9r	5.4
MZs2dgOudB	5.0
1tDoI2WBGE	2.0
IQZuCuFeAM	5.666666666666667
ELlBpc0tfb	5.666666666666667
uz7d2N2zul	6.333333333333333
E296x0YpML	5.5
uREj4ZuGJE	6.75
J44HfH4JCg	7.5
CpgoO6j6W1	4.25
FHqAzWl2wE	6.0
Hh0Cg4epYY	2.3333333333333335
KS8mIvetg2	7.5
fK9RkJ4fgo	5.666666666666667
7bIpWYhCdu	4.75
vmlwllg7DJ	4.25
RCKeTZKE5o	4.0
bobFZ6WxUd	5.333333333333333
tQqLV2N0uz	5.4
s6X3s3rBPW	4.0
JiTVtCUOpS	6.0
fweSF6QplV	4.75
GN921JHCRw	7.0
lBY65YaAho	4.5
uYTaVRkKvz	5.2
MtbelAMXJg	4.333333333333333
HX5ujdsSon	6.666666666666667
nhub8Pjp7y	5.75
WsRHpHH4s0	5.5
IAlmvV1pZd	3.5
6xfe4IVcOu	7.0
54AwQUaDZo	4.5
IjMUGuUmBI	6.8
yarUvgEXq3	7.333333333333333
vXf8KYTJmm	5.25
3K3s9qxSn7	6.333333333333333
sKPzAXoylB	5.25
SNGANmQPLv	5.25
IKOAJG6mru	5.0
4u0ruVk749	3.0
KKBZzMLGvH	4.4
Ixi4j6LtdX	6.75
1djnGJnaiy	5.0
k581sTMyPt	6.666666666666667
A0HKeKl4Nl	6.666666666666667
iTrd5xyHLP	3.4
o4AydSd3Lp	6.0
SjgfWbamtN	4.25
pPjZIOuQuF	6.333333333333333
6ZuDeSHzjj	1.5
mIEHIcHGOo	6.666666666666667
RXFVcynVe1	5.666666666666667
qYoIuM095A	4.25
pXEnurdRAx	4.0
5ES5Hdlbxw	5.75
74IIsh2kM6	5.0
w4DW6qkRmt	6.4
nNyjIMKGCH	5.75
YZ7NWYBd5z	3.0
xw5nxFWMlo	7.0
7b2itdrxMa	4.0
Qn4HEhezKW	5.0
zkzf0VkiNv	6.0
EAT7gmyIH2	6.25
2DbVeuoa6a	6.75
4nyTlyTtfX	4.25
WsIDPBcnCN	3.5
11nZWTg0mS	3.0
EIfcSw6MW0	3.0
he6mX9LTyE	6.0
uhR7aYuf0i	4.75
PI6yaLXz3C	3.6666666666666665
X1lDOv09hG	4.0
LXiG2WqKXR	3.5
lAhQCHuANV	6.333333333333333
jH67LHVOIO	6.333333333333333
PN9uaKA1nV	5.75
sGd02fkoAE	4.333333333333333
fwCoLe3TAX	7.5
hkQOYyUChL	4.25
gdNruOMSwc	4.333333333333333
cPgh4gWZlz	6.0
KQm3IUWxwb	4.666666666666667
m3xVPaZp6Z	7.5
CHGcP6lVWd	6.2
LiNIIxm545	5.333333333333333
iS5ADHNg2A	6.5
CTlUHIKF71	5.25
eIYDKNqXuV	3.8
HvTJLthEGQ	3.5
aD4YLji1PW	5.0
PsRL00864k	6.0
GzNaCp6Vcg	7.5
kjn99xFUF3	6.0
pUKJWr5zOE	5.0
kTRGF2JEcx	5.0
5M2MjyNR2w	5.5
sP0Aev2Gis	6.333333333333333
7Ttk3RzDeu	8.5
qT7DXUmX7j	5.666666666666667
e5lR6tySR7	4.0
WwCirclMvl	5.666666666666667
6cGiRiExUd	5.75
2uwvigLUr8	5.666666666666667
4bat0pSQBq	4.5
HrTGl8AhnS	5.0
aEGUT3OGCW	4.333333333333333
jhCzPwcVbG	5.0
UK7Hs7f0So	5.25
ElykcDu5YK	6.666666666666667
qxGXjWxabq	7.0
uRXxnoqDHH	5.0
5t57omGVMw	8.0
aqqE1yS3RY	5.666666666666667
4kLVvIh8cp	6.25
TC9r8gsaoh	6.0
Jf5gplvglq	6.333333333333333
yroyhkhWS6	6.75
e2YOVTenU9	5.666666666666667
zDMM4ZX1UB	5.0
j2AWbl4L3K	3.4
DE7IVrk8Ks	3.5
DVA0NDUdCQ	4.75
RwhRZojoYw	3.75
ibggY9ZJ1T	4.666666666666667
WM5G2NWSYC	2.0
fwJeVYGcbz	4.0
yID2fdta1Z	5.0
J4zh8rXMm9	4.0
10BTKkFfhl	2.5
MGWsPGogLH	3.0
vUgeBN7F9l	5.5
LTHWoQ9ac1	6.0
LUEe72DwPG	4.75
ZDGKPbF0VQ	6.25
mlJLVigNHp	7.0
VRCh74Liu9	4.25
rT2KyF8SFM	3.6666666666666665
rkplYfqUr0	6.0
0sO2euxhUQ	4.0
62K7mALO2q	6.0
ueQ6T58ZAK	4.0
XsHqr9dEGH	6.0
3yyGlNHnlj	5.4
dnaCBAP7X2	3.5
22pyNMuIoa	5.75
mCnWT9OVvK	5.25
JnRStoIuTe	5.2
kGteeZ18Ir	5.75
AZW3qlCGTe	5.666666666666667
Ad81awoBVS	5.4
I07KLz6Em1	3.6666666666666665
6Ey8mAuLiw	5.25
jTSKkcbEsj	5.75
2XBBumBGeP	6.5
N0gLRTmmO5	3.0
li1Z0OQfnA	6.75
RvUVMjfp8i	8.0
8dN7gApKm3	5.6
qrv4wcmmxe	6.0
SaSK9M66KK	5.0
Ba5KGabRe8	4.25
TlyiaPXaVN	6.75
4e0ItHjNo9	4.25
LEuuOaZNOT	3.0
LjygLD0AkT	5.0
JzvIWvC9MG	7.5
992eLydH8G	5.0
ervzSmtQyY	3.0
BhxsjonZ0z	3.3333333333333335
4N7v4w2r3b	5.25
uXbqFnQfH4	4.4
k8Y71G7Xpz	4.0
pe0Vdv7rsL	6.0
a01qbkxbve	5.0
Y84b6FahMD	4.666666666666667
dwzLn78jq7	6.25
dexKVPmPOg	5.333333333333333
2C3CWCPxNS	5.0
WNLAkjUm19	7.0
kZEXgtMNNo	6.0
ofzeypWosV	6.4
E4hK8t7Fts	3.0
4VgBjsOC8k	6.25
0j9ZDzMPqr	6.5
BmhWGsOyDu	4.666666666666667
ZBEs9CJiWs	5.5
aCgybhcZFi	5.666666666666667
x8VNtpCu1I	6.666666666666667
whxKU5YcH6	4.333333333333333
hdCDVSPQ7v	4.5
1p4q1cXOX9	3.5
oIwoBDsJJI	3.5
YH5w12OUuU	6.333333333333333
u3dX2CEIZb	6.0
4stB7DFLp6	6.333333333333333
xiGwCVzsCi	5.666666666666667
BoMvv7ypDF	5.8
W98SiAk2ni	3.0
ANvmVS2Yr0	8.5
CQF8mTF7qx	6.0
bvjcMvMn7B	5.75
FWJAmwE0xH	6.25
ITq4ZRUT4a	6.0
wu9nGGYvAX	4.25
n9xeGcI4Yg	7.5
uiFuqvkpAt	4.5
Oy1NtlFDmD	5.0
mPOVOwsDOO	5.5
3EWTEy9MTM	6.333333333333333
pmweVpJ229	6.666666666666667
LYGHdwyXUb	4.0
RsJwmWvE6Q	6.75
kIPEyMSdFV	7.0
ICwdNpmu2d	1.5
mMh4W72Hhe	6.0
qaJxPhkYtD	6.0
zBgAlcIoZP	6.0
GwKNdRc9Bj	3.75
Y2Txh5uGRe	4.25
M9nKQX5nYF	3.75
psDvcWtFdE	3.0
nSDOkm0SKo	1.0
HgVEz6wwbM	4.6
SuUh5aRbbu	4.0
ohdVLirfbz	5.5
w1JanwReU6	5.5
op19LjpHkH	5.75
J2pMoN2pon	4.75
dFcXJgnrGB	6.5
PfPnugdxup	5.75
FTSUDBM6lu	2.5
HC26cxtI96	1.0
M6XWoEdmwf	7.5
nhgTmx1TZJ	5.25
Zc2aIcucwc	6.2
D8DAQhpznu	4.0
w50MQ9Vfty	5.5
gPKTTAfYBp	7.333333333333333
oDdzXQzP2F	7.333333333333333
Cx6Jn6gKHz	5.75
O9gstAazBM	4.0
Nqir5R4ACn	4.0
ekeyCgeRfC	7.0
mSSi0zYkEA	3.75
CARclfc9ci	6.0
M8Q3XTUJP9	3.75
4g02l2N2Nx	6.333333333333333
gLZeEpfVjy	5.666666666666667
XNa6r6ZjoB	6.5
OF5x1dzWSS	6.666666666666667
84fOBZlOiV	4.0
FjifPJV2Ol	3.4
YCWjhGrJFD	6.25
Yp01vcQSNl	4.25
OnLAftJkhV	3.75
D2eOVqPX9g	6.25
jQ596tXT3k	5.666666666666667
fe6ANBxcKM	5.5
MeHmwCDifc	5.6
nZ7rpEp6wj	4.666666666666667
qVILwUxjLG	3.75
Kwm1OyINXt	5.333333333333333
o1TKGCrSL7	4.75
edETIhDTwL	3.6666666666666665
PKsTHJXn4d	4.0
RVaUSKSh9t	3.6666666666666665
XJiN1VkgA0	6.0
e3tveFVmoH	5.25
ZVi81SH1Ob	3.6666666666666665
ip5LHJs6QX	6.0
fB1iiH9xo7	7.0
Eo7kv0sllr	6.5
wsWGcw6qKD	5.25
jE8xbmvFin	6.75
pAoqRlTBtY	6.25
8OBuqbLb8h	6.0
kNpSUN0uCc	7.333333333333333
DDAtRS5Ngf	5.0
iPtgY9cJaV	5.2
0Ce3c9l7G1	4.0
aN4Jf6Cx69	9.0
D9rJdtmIG6	6.666666666666667
TTEwosByrg	6.25
OkHHJcMroY	7.0
r2ve0q6cIO	4.25
u8L1zzGXRq	3.0
q38SZkUmUh	6.333333333333333
PEuO8WTolW	4.8
4eJDMjYZZG	6.0
WnqD3EiylC	5.0
c0chJTSbci	6.25
9jMoHuqjfg	4.5
VmnWoLbzCS	6.0
TB5THwq1sq	3.6
MqEQbvPvkE	5.0
FItPCl4uEc	5.25
LCQ7YTzgRQ	6.25
1IaoWBqB6K	5.0
tHHzfZSP6T	5.0
QlFlo5533z	3.0
Cdng6X2Joq	3.6666666666666665
ogV88XPnK6	4.75
kXHEBK9uAY	5.75
fj2E5OcLFn	6.4
gkfUvn0fLU	7.0
c56TWtYp0W	6.0
90QOM1xB88	5.0
OCx7dp58H1	5.75
vrhrhGrdXm	5.6
DP4NkPZOpD	5.0
fAGEAEQvRr	5.5
xnUIMz5u2s	5.0
4Qz9BT4mpM	5.75
xxaEhwC1I4	6.666666666666667
ajG8vLTHh5	5.5
O8ouVV8PjF	5.8
ZlZakr4GYK	3.0
YfZMfrpEnl	5.333333333333333
RtOTTdWbZd	5.25
YBSEwwveMr	5.75
WPZ2yPag4K	5.75
4Hf5pbk74h	2.3333333333333335
f3g5XpL9Kb	6.666666666666667
t8D9JxEn0J	4.75
lOwkOIUJtx	7.0
kz5igjl04W	5.5
FcxwXnYXWh	4.75
Tigr1kMDZy	7.333333333333333
VPl472SKaB	2.5
p6hIAEHwSp	4.25
DWJr05rymY	5.25
dEz3ge8QSo	6.5
IpJIq3iwMH	4.333333333333333
17pVDnpwwl	7.0
T629ezwzxI	4.0
iGDWZFc7Ya	5.0
WNzy9bRDvG	7.0
BPHcEpGvF8	5.75
MQ4JJIYKkh	3.25
RgELE1dQXx	5.333333333333333
7VPTUWkiDQ	7.333333333333333
yzfi15eVI7	6.0
07xuZw59uB	3.0
uvFhCUPjtI	6.0
Dxm7eil2HT	5.0
f1xnBr4WD6	6.75
wQCPHxtzGV	4.75
1qzUPE5QDZ	5.25
SzV37yefM4	4.333333333333333
RVrINT6MT7	5.75
N2ggBozsss	3.6666666666666665
Abr7dU98ME	6.5
Rd1pjx84rk	5.0
P50qJuu4IY	4.8
Rry1SeSOQL	6.75
Rh4DmXaf8R	2.5
TgTJvwMEax	3.5
9wSWiavGwU	5.0
XgdNdoZ1Hc	4.75
rINBD8jPoP	5.6
tnBaiidobu	5.75
AnuHbhwv9Q	6.25
H4A9e8HvIn	7.0
m4Ya9RkEEW	5.5
UOdz9U4fxg	4.666666666666667
8ZW3oLNE0c	4.333333333333333
5HCnKDeTws	6.75
CZ6XT5phWW	4.333333333333333
xcMmebCT7s	5.8
3pgJNIx3gc	3.6666666666666665
ayLov67GxD	4.0
77N93tc3o5	4.5
LkQoiVp6XG	3.0
CgkAGcp9lk	3.0
EhrzQwsV4K	7.2
ICuUgRLp4C	4.5
NeWiiF6KLB	4.666666666666667
c93SBwz1Ma	5.25
xNn2nq5kiy	3.0
fjJcJhIzYx	4.75
bLhqPxRy3G	5.75
M0QHJI9OuF	4.666666666666667
samyfu6G93	6.0
DpFeMH4l8Q	5.666666666666667
kVj2uyytyg	7.0
yiyDi50xx6	4.0
YJxhZnGU1q	4.25
73lu1yw6At	5.8
UqY0SEe5pC	4.75
wgmOXVTGdb	5.25
AcGUW5655J	4.0
zSwH0Wo2wo	5.25
k82MvVIbrC	3.6666666666666665
B4nhr6OJWI	6.666666666666667
jenyYQzue1	6.75
gyJpajLkX2	6.0
mWxcEm7jIv	4.75
GKxmmAwxj1	5.75
FL1VmOgiO8	2.3333333333333335
zFWKKYz2yn	6.0
THJEa8adBn	6.666666666666667
w3YZ9MSlBu	7.5
rDH7dIFn20	6.0
ueTdErd5Ib	5.0
uCMxeZCp2T	4.25
npf3gREtf7	4.25
SmZD7yxpPC	5.666666666666667
kKXIYUi8ff	3.0
gisAooH2TG	4.25
agPpmEgf8C	8.0
AP779Zy70y	5.4
AcoXPIPh4A	6.0
MY8SBpUece	5.5
iARAKITHTH	4.25
q4cfN6PGY7	3.0
k9t8dQ30kU	6.75
RnYd44LR2v	5.75
BSqVfAFJWz	5.0
4WnqRR915j	6.666666666666667
IWpLQfZ8Xg	6.0
1vmSEVL19f	6.0
NgaLU2fP5D	6.75
eoTCKKOgIs	6.25
UTLv72uDlS	4.25
pAVJKp3Dvn	5.666666666666667
B4XM9nQ8Ns	6.0
IoDhZOgteu	4.75
W2tCmRrj7H	5.6
VyMW4YZfw7	3.0
79rfgv3jw4	6.75
Jos5c7vJPP	3.6666666666666665
1mOeklnLf4	3.5
RaqZX9LSGA	5.75
lJYAkDVnRU	5.5
oWKPZ1Hcsm	5.0
0ZUKLCxwBo	6.0
BOm1RYdHHu	4.0
lr806pdNZa	4.5
o0C2v4xTdS	6.0
C4QNyUqBIu	3.5
9GviaQcGnx	5.333333333333333
KJYIgEteHX	6.8
p5SurcLh24	4.75
gDDW5zMKFe	4.4
caW7LdAALh	6.25
uNl1UsUUX2	5.5
fjpfCOV4ru	5.666666666666667
vngVydDWft	6.0
TFKIfhvdmZ	7.0
hgDDyoWQt3	4.25
o2IEmeLL9r	7.333333333333333
MrR3rMxqqv	7.5
rjLgCkJH79	3.6666666666666665
W3VsHuga3j	6.25
zkE2js9qRe	3.6
MEGQGNUfPx	6.0
gxhRR8vUQb	7.0
p34fRKp8qA	6.833333333333333
ByW9j60mvV	5.25
QiJuMJl0QS	6.0
UHjE5v5MB7	6.0
eFVQaqkf8Z	4.666666666666667
HmKav4WZ9w	4.75
voLFfrWzFI	4.75
wrqAn3AJA1	4.25
ONhwvkaIe6	6.0
bgIZDxd2bM	4.0
ntUmktUfZg	5.333333333333333
bHOcs4PBgR	5.0
SUUrkC3STJ	5.5
D4NJFfrqoq	6.75
m7aPLHwsLr	6.2
pEGSdJu52I	6.0
VaZa8zj0Yw	4.2
fpoAYV6Wsk	6.5
7em7Jl0qMm	4.75
SkeoEFlF0E	4.75
OOxotBmGol	8.0
55uj7mU7Cv	6.25
UhcXE3o1R3	4.333333333333333
SqMVI1GFnp	5.5
RlbFGQYsJr	3.0
yuy6cGt3KL	7.25
lLhEQWQYtb	3.5
MOviNImhfq	4.75
vMBNUCZ4cS	5.666666666666667
LSYhE2hLWG	6.5
6bAfAcuuZD	5.5
WIzzXCVYiH	6.5
5mtwoRNzjm	6.5
sNtDKdcI1f	6.0
0jsfesDZDq	6.75
8LBS1nixTJ	5.5
UJkgGbLfWA	5.0
Y0wAim2F8A	3.5
GgEAdqYPNA	5.5
1YO4EE3SPB	5.5
vqIH0ObdqL	6.0
Pmrc0nEvxf	5.666666666666667
Of2nEDc4s7	6.666666666666667
Zr96FfaUGR	5.5
wRkfniZIBl	4.333333333333333
MCUvAc1GTg	5.5
Dtxc7mlKRg	4.6
uU0Adp7Sfo	3.5
66e22qCU5i	3.0
ffcHGwb4KF	5.0
5CBxA1l5RO	5.0
tEAF9LBdgu	6.5
TO2dzfZtgt	4.0
jX2DT7qDam	7.5
PQY2v6VtGe	6.333333333333333
1XarNmzbgG	4.75
Ns8SXMJ2ic	3.5
GfXF04YYvu	4.0
rtl4XnJYBh	5.5
tS3gexmfeT	3.5
FJWT0692hw	6.0
LfmZh91tDI	6.0
h05eQniJsQ	5.5
GnOLWS4Llt	5.0
WEQS3oUPs3	5.333333333333333
UvRjDCYIHw	5.5
R6AA1NZhLd	6.0
CAqdG2dy5s	5.5
0bMmZ3fkCk	5.75
WWlxFtR5sV	6.333333333333333
VUR7STEajx	5.333333333333333
fjZMGKB2dU	3.6
pCEgna6Qco	6.75
0bjIoHD45G	4.2
SyuQKk7sX2	5.0
NhLBhx5BVY	5.333333333333333
eJhgguibXu	2.5
wHgu98u8Sc	4.4
3j5bsiwRv6	5.5
0fSNU64FV7	4.25
d2YjPbSpDZ	4.0
mzyZ4wzKlM	6.75
0VZP2Dr9KX	5.25
XWfjugkXzN	1.6666666666666667
pUOesbrlw4	5.25
vbebD7QRxP	4.75
LXVswInHOo	7.5
hr4HTShC6l	3.0
z62Xc88jgF	5.75
WroPkTLiAJ	4.8
RvfPnOkPV4	7.0
0D6mUZTWoF	5.5
5RielfrDkP	7.0
f3NLRksLiZ	4.25
fgKjiVrm6u	7.25
clU5xWyItb	4.25
1JR20YOE0H	5.8
Fj7Fzm5lWL	5.25
LWEqTLCHrw	4.666666666666667
ySS7hH1smL	7.5
UNv8RzIf5x	5.25
zWqr3MQuNs	6.25
V5tdi14ple	6.25
lR3rk7ysXz	7.0
Tvwf4Vsi5F	5.75
FwdnG0xR02	4.666666666666667
tjn2YZSHUv	6.75
KZZbdJ4wff	3.75
bDcaz87WCZ	4.2
v3K5TVP8kZ	6.5
3xDaj4pRna	6.333333333333333
9rzEPbs4Wg	6.166666666666667
ccxD4mtkTU	4.75
z8q8kBxC5H	6.0
bkdWThqE6q	6.0
rwmWd2rjP1	4.75
2VAi5F9BOJ	2.5
hTEGyKf0dZ	7.0
BRoBig6ov1	4.333333333333333
EDXkkUAIFW	5.25
iI7hZSczxE	5.666666666666667
Aj1wftldeR	4.75
eP6ZSy5uRj	5.4
GlpawHh80l	5.75
AfnsTnYphT	7.5
MtzHEqqUm0	3.5
OMwD6pGYB4	5.75
zLwCT9srfo	5.0
0TZs6WOs16	3.5
0tWTxYYPnW	6.25
kvByNnMERu	7.5
OqlmgmS4Wr	6.0
NTWtNjlThd	5.25
TwB6N055Ub	4.75
ZMv6zKYYUs	6.5
Wsab3NhIwC	5.0
9vkgAaCI3F	5.25
HOf3K763zg	4.75
Kfpaq5CJPy	4.5
PH0L3ABwM2	4.5
6werMQy1uz	5.5
IrZTJ7t2GW	5.0
WjYNFZEjc7	4.25
IEduRUO55F	6.25
s90VIdza2K	6.0
7suavRDxe8	4.8
IORAqe04sO	2.0
UPvufoBAIs	6.0
lBwxmTbY6Z	3.75
IOp3Qgep9V	3.0
dONpC9GL1o	7.5
bsKMPAFHO7	6.0
OinvjdvPjp	4.5
LokR2TTFMs	6.5
VrHiF2hsrm	5.75
JEYWfmz2TU	3.0
e4xS9ZarDr	7.5
TTrzgEZt9s	8.0
yTY1RtowlY	3.75
1GUTzm2a4v	4.25
OR4Jo158Dd	4.333333333333333
iWi2mL8qoc	3.5
hDzjO41IOO	5.0
grQ97sPU5T	4.5
viNQSOadLg	5.666666666666667
EsjoMaNeVo	6.0
tzD9HVgeVx	4.5
J7hbPeOZ39	3.0
Jla53ILAha	5.666666666666667
1zt8GWZ9sc	3.6666666666666665
hqUznsPMLn	3.6666666666666665
xRiZddh5Pb	3.1666666666666665
gBLEHzKOfF	6.0
n3ZXEQKRbO	3.6666666666666665
UZS6D7GfP1	3.5
fM1ETm3ssl	3.0
gppLqZLQeY	6.5
YIls9HEa52	6.6
h7DGnWGeos	6.5
mBzsKsrXf9	5.25
zb3b6oKO77	5.5
L9G9nR8fMF	6.333333333333333
tbVWug9f2h	7.333333333333333
HfXDrAzFvG	6.0
bEAVTKUEpJ	4.25
2UnCj3jeao	6.0
mzo7N2XkJ2	4.0
KQALhPTAfj	3.75
aM7US5jKCd	5.25
S24zdyiWDT	6.0
hkL8djXrMM	5.25
riYNe4jnKV	4.6
wdEHqQWTG4	3.25
uZfjFyPAvn	6.8
sP1tCl2QBk	6.666666666666667
gMsZBhwiM4	3.3333333333333335
KQe9tHd0k8	5.8
20KYsQ8Q4Z	5.5
WQwV7Y8qwa	5.8
7GCRhebJEr	5.0
SEPaEuPwpr	5.25
lwtaEhDx9x	4.75
C42FkKhAUC	4.75
HYyRwm367m	6.5
5LhYYajlqV	5.333333333333333
0t1O8ziRZp	6.2
9k27IITeAZ	4.5
H5XZLeXWPS	5.5
04UvXg4CvW	4.333333333333333
9qtswuW5ux	4.25
RwwM7pKGWv	4.0
FH7lfTfjcm	4.5
LWwYyxF3w9	3.75
ztpy1gsUpT	6.0
VbR6K7TQV4	4.75
hkjcdmz8Ro	4.75
Jpu1Gd3F1r	6.0
RE0aibEQ1J	4.0
ajRRisV1n1	5.666666666666667
jsvvPVVzwf	5.0
kjZlzuVJF0	3.5
BqEvdOS1Hs	6.0
unxTEvHOW7	5.5
vY9nzQmQBw	6.0
eFS9Pm7bsM	5.285714285714286
YrTI2Zu0dd	6.5
T9w5ttdqLV	5.333333333333333
IjJU2BRSCV	5.75
YH9tnuUYds	6.2
PdaPky8MUn	8.0
FAGtjl7HOw	7.0
MCl0TLboP1	7.25
ctXZJLBbyb	5.8
K4fd38VWHt	4.75
TS8PXBN6B6	5.666666666666667
ZiHI6raor0	5.5
yQuF0jslCc	4.5
T0FuEDnODP	5.5
NI0RsRuFsW	4.0
5TlHjMVrNG	5.0
U6Qulbv2qT	6.8
4r2ybzJnmN	7.0
HmL2Buf0Ur	3.75
GPKTIktA0k	6.5
O0vy7hHqyU	3.0
LKx4rubqkO	3.75
pOBvr1PxFd	6.0
qRbkTbe8JT	4.333333333333333
z3mPLBLfGY	6.0
mzkpLkd1S8	5.25
WTh6EnJXWQ	5.0
8S7eGD15b6	5.25
2l7g7zwC4z	3.6666666666666665
7Jwpw4qKkb	7.0
